DLGFile,TotalLines,SpeakerCount,TopSpeakers,StrRefMin,StrRefMax,HasLegacyLines
SAHPR4.DLG,14,1,Sahpr4 (14),46579,46748,No
SKIEP.DLG,14,5,Lehtin (8); Skiep (3); Jaheira (1); Jaheirap (1); Delon (1),16147,16766,No
SMITH.DLG,14,5,Cor (6); Cernd (4); Anomen (2); Kayl1 (1); Bmazzy (1),8021,9075,No
SUELF1.DLG,14,1,Suelf1 (14),54415,54461,No
TCYRANDO.DLG,14,1,Tcyrando (14),27842,27907,No
THIEFG.DLG,14,4,Escort2 (7); Nalia (3); Thiefg (3); Korgan (1),752,16661,No
TOKCRE01.DLG,14,1,Tokcre01 (14),51760,51833,No
UHFEM01.DLG,14,1,Uhfem01 (14),31983,37910,No
UTOR.DLG,14,6,Bminsc (4); Bkeldor (3); Utor (3); Baerie (2); Ceigarol (1),3242,8739,No
VVPRIEST.DLG,14,1,Vvpriest (14),43143,43495,No
WILSONP.DLG,14,1,Wilsonp (14),87149,87165,No
XZARP.DLG,14,3,Shop06 (10); Xzarp (3); Escort2 (1),16046,16707,No
ANTENOS.DLG,13,1,Antenos (13),36544,36565,No
ARNMAN06.DLG,13,1,Arnman06 (13),39080,39098,No
BMTHIEF.DLG,13,1,Bmthief (13),21341,21353,No
BRAT1.DLG,13,1,Brat1 (13),14212,19629,No
C6WARSA1.DLG,13,1,C6Warsa1 (13),58938,102377,No
C6WARSA2.DLG,13,1,C6Warsa2 (13),58939,102378,No
CAEHAN.DLG,13,1,Caehan (13),34961,35020,No
CHANTE2.DLG,13,1,Bjaheir (13),20404,20449,No
DLOST.DLG,13,1,Dlost (13),25428,25444,No
DREAM1.DLG,13,1,Dream1 (13),34530,34546,No
DYNAHP.DLG,13,1,Dynahp (13),16113,16125,No
ELEARB01.DLG,13,1,Elearb01 (13),47814,47850,No
ENNA.DLG,13,3,Enna (10); Bcernd (2); Brat1 (1),14220,14376,No
FFBIFF01.DLG,13,2,Ffactor3 (10); Ffbiff01 (3),29901,37759,No
FRIEND.DLG,13,6,Cernd (8); Friend (1); Bjaheir (1); Cerndj (1); Ceglut (1),7945,10059,Yes
FTOWNUL.DLG,13,1,Ftownul (13),21315,21332,No
GBEGG01.DLG,13,1,Gbegg01 (13),30120,50259,No
GIRL2.DLG,13,3,Girl2 (5); Ftowba (4); Ftowbe (4),17693,48460,No
KARAN.DLG,13,2,Bjaheir (11); Karan (2),11822,20486,No
KEEPER.DLG,13,3,Haerdaj (8); Keeper (4); Bminsc (1),253,7066,No
KPRANG01.DLG,13,1,Kprang01 (13),40473,40511,No
MONTAP.DLG,13,1,Montap (13),16063,16075,No
OHHAUNT.DLG,13,1,Ohhaunt (13),99012,99024,No
OHRHALDO.DLG,13,1,Ohrhaldo (13),83001,83014,No
PLSHKN01.DLG,13,1,Plshkn01 (13),36855,36896,No
POGHM9.DLG,13,2,Bjaheir (11); Poghm9 (2),17936,20360,No
PPBHAAL.DLG,13,1,Ppbhaal (13),44846,62025,No
PPDRADEE.DLG,13,1,Ppdradee (13),44655,57879,No
PPGIRL.DLG,13,1,Ppgirl (13),45680,45916,No
PPTIAX2.DLG,13,1,Pptiax2 (13),45104,45157,No
R101.DLG,13,2,Jaheira (11); Bernard (2),1227,1659,Yes
SLUMM2.DLG,13,3,Slumm2 (9); Prost1 (3); Jim (1),14143,16911,No
SPECH1.DLG,13,4,Spech1 (6); Daitel (5); Riggilo (1); Hack (1),22995,23289,No
SSUNGU.DLG,13,3,Jaheira (11); Garren (1); Ssungu (1),1000,9085,No
SUELF5.DLG,13,1,Suelf5 (13),54463,54493,No
TCADRIL.DLG,13,1,Tcadril (13),27835,27909,No
TETHTO.DLG,13,6,HaerDalis (7); Bnalia (2); Poghm2 (1); Raelis (1); Tethto (1),9,16027,No
TRGYP01.DLG,13,1,Trgyp01 (13),47046,47244,No
TRNOBF01.DLG,13,1,Trnobf01 (13),44442,44467,No
TRNOBM01.DLG,13,1,Trnobm01 (13),44443,44466,No
TRSKIN03.DLG,13,1,Trskin03 (13),44605,44650,No
UDDROW23.DLG,13,1,Uddrow23 (13),52849,52878,No
UHFARM03.DLG,13,1,Uhfarm03 (13),31981,32818,No
VVAMN1.DLG,13,1,Vvamn1 (13),43109,43125,No
WALL1.DLG,13,1,Wall1 (13),24338,61156,No
ABAZIGAL.DLG,12,1,Abazigal (12),67682,67693,No
AMWAR03.DLG,12,1,Amwar03 (12),67323,67335,No
BDACT01.DLG,12,1,Bdact01 (12),40970,42109,No
BEGGAR2.DLG,12,1,Beggar2 (12),19560,19610,No
BELLAM.DLG,12,1,Bellam (12),15247,15264,No
C6LANF.DLG,12,1,C6Lanf (12),53596,53648,No
C6MESS.DLG,12,1,C6Mess (12),53110,53122,No
CERND25P.DLG,12,1,Cernd25P (12),65203,70945,No
CLRANI01.DLG,12,1,Clrani01 (12),36142,36157,No
CSGAAL.DLG,12,1,Csgaal (12),20815,20851,No
CULT2.DLG,12,2,Cult2 (8); Bodhi (4),21927,22022,No
DANNO1.DLG,12,1,Danno1 (12),24279,61543,No
DFISHER.DLG,12,1,Dfisher (12),22513,49200,No
DMANNO.DLG,12,1,Dmanno (12),60899,60915,No
DREAM4.DLG,12,1,Dream4 (12),54076,54287,No
DREPPI2.DLG,12,1,Delon (12),16854,16866,No
ELEARB06.DLG,12,1,Elearb06 (12),47943,47954,No
FTOBE2.DLG,12,5,Anomen (5); Cor (4); Ftobe2 (1); Cernd (1); Cederil (1),8035,9066,No
GAMES5.DLG,12,2,Games5 (11); Clone1 (1),19330,19447,No
HAEGAN.DLG,12,2,Haegan (9); Cult2 (3),21914,21943,No
HOUSG3.DLG,12,4,Housg3 (5); Degard (5); Edwinw (1); Bjan (1),7445,9260,No
HUNTER.DLG,12,4,Hunter (8); Edwin (2); Aran (1); Cerndj (1),4682,9246,No
IRON12.DLG,12,2,Iron12 (8); Bedwin (4),7588,9222,No
KESHEE.DLG,12,3,Jatermin (5); Keshee (4); Jaheira (3),19688,19740,No
KPROEN01.DLG,12,1,Kproen01 (12),40440,40677,No
LOWLGU.DLG,12,4,Lowlgu (8); Bernard (2); Edwin (1); Byoshim (1),1573,9188,Yes
MALLA01.DLG,12,1,Malla01 (12),73711,73723,No
MAZZY3.DLG,12,1,Mazzy3 (12),24048,24176,No
MGKET01.DLG,12,1,Mgket01 (12),42244,43667,No
MTOWN3.DLG,12,2,Mtown3 (10); Jim (2),14142,19635,No
NOBL7.DLG,12,3,Bjaheir (6); Cernd (5); Keldorn (1),7958,9135,No
OBSGOL01.DLG,12,1,Obsgol01 (12),33129,61025,No
OHBARZOL.DLG,12,1,Ohbarzol (12),91955,96030,No
OHBBERYL.DLG,12,1,Ohbberyl (12),92298,100528,No
OHDDOOR1.DLG,12,2,Ohddoor1 (9); Minsc (3),74677,74707,No
OHNMERC1.DLG,12,2,Ohnmerc1 (10); Ohnfmer1 (2),90817,93301,No
OHNMERC2.DLG,12,3,Ohnmerc1 (6); Ohnmerc2 (4); Ohnfmer1 (2),90817,93302,No
OHRDAD.DLG,12,1,Ohrdad (12),99034,99048,No
OHRMEMB3.DLG,12,2,Ohrhhelm (10); Ohrmemb3 (2),77892,78182,Yes
OHRSLARA.DLG,12,3,Ohrblynn (6); Ohrslara (3); Ohrdmh1 (3),79164,95156,No
PIRMUR01.DLG,12,1,Pirmur01 (12),54619,54632,No
PLSHKN02.DLG,12,1,Plshkn02 (12),36854,36907,No
PPLOVE.DLG,12,1,Pplove (12),45681,45735,No
RIFTC01.DLG,12,1,Riftc01 (12),30315,34706,No
RUMORT.DLG,12,1,Rumort (12),33970,58805,No
SARBUL01.DLG,12,1,Sarbul01 (12),71280,73882,No
SARBUL05.DLG,12,1,Sarbul05 (12),71431,73377,No
SARMAN03.DLG,12,1,Sarman03 (12),64230,64246,No
SGUARD1.DLG,12,1,Sguard1 (12),25503,61203,No
SHOP04.DLG,12,1,Shop04 (12),15992,16013,No
SHOP05.DLG,12,1,Shop05 (12),16014,16031,No
SHOP4.DLG,12,1,Shop04 (12),15992,16013,No
SHOP5.DLG,12,1,Shop05 (12),16014,16031,No
SPENGIL.DLG,12,4,Bkeldor (5); Idryad3 (4); Aataqah (2); Spengil (1),11455,11466,No
TARNOR.DLG,12,1,Tarnor (12),45840,45857,No
TICK.DLG,12,2,Hervo (9); Kalah2 (3),18864,18875,No
TOUR2.DLG,12,2,Tour2 (10); Sailal (2),14598,58501,No
TRMER03.DLG,12,1,Trmer03 (12),45127,45143,No
TRMER04.DLG,12,1,Trmer04 (12),45144,45155,No
VALRAN01.DLG,12,3,Cauter (6); Lantan (4); Valran01 (2),19257,61009,No
VVSHAD4.DLG,12,1,Vvshad4 (12),41143,41259,No
WCUST05.DLG,12,1,Wcust05 (12),28958,28989,No
WILSONJ.DLG,12,1,Wilsonj (12),89477,102295,No
WOLFW3.DLG,12,3,Sassar (7); Bodhi (4); Wolfw3 (1),21869,21897,No
AMARAN.DLG,11,1,Amaran (11),10722,10754,No
BBEGG1.DLG,11,1,Bbegg1 (11),26163,26185,No
BDGOPH01.DLG,11,1,Bdgoph01 (11),40948,41666,No
BORDA.DLG,11,2,Borda (10); Bcernd (1),18292,18313,No
BOUNHA.DLG,11,1,Bounha (11),166,61235,No
BOY1.DLG,11,1,Boy1 (11),14956,58782,No
BSHOP01.DLG,11,1,Bshop01 (11),25842,45795,No
CGUARD1.DLG,11,2,Cguard1 (10); Appar (1),23163,23192,No
CHALSP01.DLG,11,1,Chalsp01 (11),72105,72720,No
COUNSEC.DLG,11,2,Counsec (10); Bandic (1),6461,50199,No
CROBAR01.DLG,11,1,Crobar01 (11),45345,45372,No
DADROW18.DLG,11,1,Dadrow18 (11),57436,57446,No
DILLAR.DLG,11,2,Dillar (10); Cerndj (1),8287,8976,No
DOCSOL03.DLG,11,1,Docsol03 (11),58462,58481,No
DRUIDC.DLG,11,4,Druidc (7); Anomen (2); Bminsc (1); Cederil (1),963,8979,No
EDWIN25P.DLG,11,1,Edwin25P (11),65239,70948,No
ELEARB04.DLG,11,1,Elearb04 (11),47923,47942,No
EXCULT1.DLG,11,2,Excult1 (10); Daitel (1),23026,23129,No
FARTHIN.DLG,11,1,Farthin (11),1786,46163,No
FFCUST01.DLG,11,1,Ffcust01 (11),25575,48816,No
FLAMBG.DLG,11,3,Flambg (9); Anomen (1); Cederil (1),1519,9005,No
FLAMEN.DLG,11,5,Bnalia (3); Flamen (3); Bviconi (2); Bharval (2); Cederil (1),7274,10636,Yes
FRANCO.DLG,11,1,Franco (11),37763,37876,No
FTOWWI.DLG,11,1,Ftowwi (11),21234,21257,No
GNOLL5.DLG,11,3,Byoshim (9); Gnoll5 (1); Edwinw (1),5110,6948,No
GORGIT.DLG,11,1,Gorgit (11),62950,70429,No
IRON9.DLG,11,4,Iron9 (8); Edwin (1); Byoshim (1); Ftown6 (1),4308,14384,No
JAN25P.DLG,11,1,Jan25P (11),65370,70962,No
KPGLAI01.DLG,11,1,Kpglai01 (11),39907,39958,No
KPRANG02.DLG,11,1,Kprang02 (11),40471,40512,No
LARZE.DLG,11,2,Larze (10); Bnalia (1),18259,18272,No
LASSAL02.DLG,11,1,Lassal02 (11),35789,35844,No
LEONA.DLG,11,2,Leona (10); Iron11 (1),9223,36945,No
MAJAN.DLG,11,3,Banmer (5); Majan (4); Blushc (2),1955,37487,No
MAZZY4.DLG,11,1,Mazzy4 (11),24053,24211,No
MTOWN5.DLG,11,2,Mtown5 (9); Fenten (2),15141,15179,No
MTOWWI.DLG,11,1,Mtowwi (11),21265,21292,No
NOBL10.DLG,11,3,Cernd (6); Nobl10 (4); Bkorgan (1),8106,9146,No
NOBL8.DLG,11,2,Nobl8 (10); Cernd (1),7984,7994,No
NOOBER.DLG,11,3,Jaheira (4); Noober (4); Jadermin (3),18494,18522,No
OGHMONK1.DLG,11,1,Oghmonk1 (11),29074,59377,No
OHBHUEGR.DLG,11,2,Ohbhuegr (10); Ohbgezzt (1),91944,96015,Yes
OHDCOLIN.DLG,11,1,Ohdcolin (11),74758,74783,Yes
OHDDIXTH.DLG,11,1,Ohddixth (11),92105,92184,Yes
OHHSPI02.DLG,11,1,Ohhspi02 (11),84262,84454,No
OHNMERC3.DLG,11,3,Ohnmerc1 (6); Ohnmerc3 (3); Ohnfmer1 (2),90817,93303,No
OHRMEMB1.DLG,11,2,Ohrhhelm (10); Ohrmemb1 (1),77892,78125,Yes
OHRTWOFO.DLG,11,1,Ohrtwofo (11),79659,79723,Yes
ORIONA.DLG,11,1,Oriona (11),29611,50451,No
PALLON.DLG,11,2,Pallon (10); Jaheira (1),18297,18353,No
PIRKID01.DLG,11,1,Pirkid01 (11),48242,48252,No
PIRPIR08.DLG,11,1,Pirpir08 (11),48059,48069,No
PPDESH2.DLG,11,1,Ppdesh2 (11),45829,45929,No
PRELATE.DLG,11,2,Hprelate (10); Ftobe7 (1),8139,8180,No
PWAUK1.DLG,11,1,Pwauk1 (11),27705,27718,No
RADEEL.DLG,11,1,Radeel (11),25360,25384,No
REVEN3.DLG,11,2,Bviconi (9); Dorkus (2),10256,10632,Yes
SAHCHF02.DLG,11,1,Sahchf02 (11),46642,46739,No
SCBUTLER.DLG,11,1,Scbutler (11),27936,60890,No
SHADEL.DLG,11,1,Shadel (11),24521,42139,No
SWSFOLL2.DLG,11,2,Swsfoll2 (10); Elmin5 (1),9912,27329,No
TAKIYAH.DLG,11,3,Keldorp (9); Takiyah (1); Igolem2 (1),10691,10804,No
TAZOK.DLG,11,1,Tazok (11),58597,58608,No
TELLAN.DLG,11,6,Mtown6 (3); Tellan (3); Copcust2 (2); Exapp1 (1); Jaheira (1),23674,23720,No
TOUR1.DLG,11,2,Tour1 (10); Sailal (1),14595,58500,No
TRIADO.DLG,11,5,Jaheira (5); Triado (3); Bjaheir (1); Bcernd (1); Bhaerda (1),20187,20211,No
TRKID01.DLG,11,1,Trkid01 (11),44425,44435,No
TRPLE02.DLG,11,1,Trple02 (11),47348,47358,No
VAMPIRE1.DLG,11,2,Vampire1 (9); Ajanti (2),11903,52387,No
WELTHER.DLG,11,1,Welther (11),26695,26717,No
WEREFE.DLG,11,1,Ftowwi (11),21234,21257,No
WEREMA.DLG,11,1,Mtowwi (11),21265,21292,No
WOLFW2.DLG,11,4,Bodhi (4); Gaal (4); Wolfw2 (2); Sassar (1),21833,21866,No
YAGA02.DLG,11,1,Yaga02 (11),67525,67545,No
YESLIC.DLG,11,4,Yeslic (5); Jaheira (2); Anomen (2); Circg1 (2),926,14651,No
AMMERC01.DLG,10,1,Ammerc01 (10),66565,66596,No
ARNMAN02.DLG,10,1,Arnman02 (10),38972,38997,No
ARNMAN09.DLG,10,1,Arnman09 (10),39122,39142,No
BDCOUN01.DLG,10,1,Bdcoun01 (10),42041,42050,No
BMTOWN2.DLG,10,1,Bmtown2 (10),25730,48728,No
BRUS3.DLG,10,1,Brus3 (10),49690,49773,No
CERND25J.DLG,10,1,Cernd25J (10),67883,92231,No
CIVIL02.DLG,10,1,Civil02 (10),29652,50173,No
COHNTA.DLG,10,1,Cohnta (10),36613,36622,No
COWLDIE.DLG,10,1,Cowldie (10),5692,5702,No
DADROW21.DLG,10,1,Dadrow21 (10),57447,57459,No
DELTOW01.DLG,10,1,Deltow01 (10),28940,48777,No
DELTOW02.DLG,10,1,Deltow02 (10),28955,48781,No
DHARLOT1.DLG,10,1,Dharlot1 (10),22641,22659,No
DOCSOL02.DLG,10,1,Docsol02 (10),58463,58482,No
DRELLE.DLG,10,1,Drelle (10),59630,59639,No
EXCULT2.DLG,10,2,Excult2 (9); Bullrush (1),23135,23161,No
FARM5.DLG,10,2,Farm5 (9); Cederil (1),3991,8987,No
FFACTOR3.DLG,10,1,Ffactor3 (10),29901,29928,No
FLAM7.DLG,10,5,Bedwin (3); Bkorgan (3); Flam7 (2); Bjan (1); Cederil (1),7515,9008,No
GARJUM.DLG,10,1,Garjum (10),34248,61430,No
ILBEGG01.DLG,10,1,Ilbegg01 (10),29029,29038,No
IMOEN25P.DLG,10,1,Imoen25P (10),65299,70959,No
JUGCOL01.DLG,10,1,Jugcol01 (10),33786,33808,No
KELDO25P.DLG,10,1,Keldo25P (10),65416,70963,No
LASKAL.DLG,10,2,Jaheirap (6); Hervo (4),18772,18793,No
LAUNE.DLG,10,1,Laune (10),36599,36612,No
LIFE4.DLG,10,1,Life4 (10),11890,11901,No
MAZZY25P.DLG,10,1,Mazzy25P (10),65560,70970,No
MINSC25P.DLG,10,1,Minsc25P (10),65610,70972,No
MONKDE.DLG,10,2,Baerie (9); Bcernd (1),3273,3282,No
MOURNER1.DLG,10,1,Mourner1 (10),26521,26559,No
MTOB2.DLG,10,3,Bedwin (6); Bvalyga (3); Bhaerda (1),7503,9180,No
MURTLEN.DLG,10,1,Murtlen (10),25001,38843,No
NALIA25P.DLG,10,1,Nalia25P (10),65648,70973,No
NILA.DLG,10,3,Nila (8); Keldorn (1); Bkorgan (1),8246,9149,No
NOBLE1.DLG,10,4,Noble1 (6); Ajantp (2); Coranp (1); Desslo (1),15411,17363,No
NOBLE2.DLG,10,6,Noble2 (4); Coranp (2); Ajantp (1); Alorap (1); Branwp (1),15439,17364,No
NOBLEM2.DLG,10,2,Noblem2 (6); Llinde (4),14991,19637,No
OHBCOGUA.DLG,10,1,Ohbcogua (10),90620,93892,No
OHBWING.DLG,10,1,Ohbwing (10),90460,100608,Yes
OHDBRIDE.DLG,10,1,Ohdbride (10),74755,74817,Yes
OHDHELMK.DLG,10,2,Ohdhelmk (9); Helmkni1 (1),28164,99922,No
OHRBULL1.DLG,10,1,Ohrbull1 (10),80811,80825,No
OHRCOREN.DLG,10,2,Ohrblynn (9); Ohrcoren (1),79162,95155,No
OHRHMON1.DLG,10,1,Ohrhhelm (10),77892,77901,Yes
OHRHORVA.DLG,10,3,Ohrblynn (6); Ohrdmh1 (3); Ohrhorva (1),79160,95156,No
OHRTORCA.DLG,10,1,Ohrtorca (10),84869,84885,No
ORPHAN2.DLG,10,1,Orphan2 (10),73346,73996,No
PALKNI05.DLG,10,1,Palkni05 (10),34005,34015,No
POSTUL2.DLG,10,1,Postul2 (10),27634,49965,No
POSTUL5.DLG,10,1,Postul5 (10),27678,49995,No
PPDRIMO.DLG,10,1,Ppdrimo (10),44837,44898,No
PPGITH.DLG,10,1,Ppgith (10),45939,56653,No
PPIMO.DLG,10,1,Ppdrimo (10),44837,44898,No
PPJOYE.DLG,10,1,Ppjoye (10),48484,51659,No
PROST4.DLG,10,2,Prost4 (9); Keldor (1),8268,9102,No
RANGER1.DLG,10,2,Cauter (6); Lantan (4),19257,19266,No
RASHAD.DLG,10,1,Rashad (10),2180,2189,No
RUMAMK.DLG,10,1,Rumamk (10),67209,67232,No
RUMORU.DLG,10,1,Rumoru (10),58772,58781,No
RUMSAR.DLG,10,1,Rumsar (10),67187,67206,No
SARELF01.DLG,10,1,Sarelf01 (10),71427,73367,No
SAREV25P.DLG,10,1,Sarev25P (10),64883,70996,No
SARMIST.DLG,10,2,Sarcul01 (8); Sarmist (2),71218,71552,No
SBWENCH.DLG,10,1,Sbwench (10),23585,49624,No
SERVAN.DLG,10,3,Servan (4); Bedwin (3); Byoshim (3),7480,9088,No
SEVPAT04.DLG,10,1,Sevpat04 (10),47431,47480,No
SHELTO.DLG,10,6,Bminsc (3); Baerie (2); Cerndj (2); Bhaerda (1); Bkeldor (1),3209,8967,No
SLSHOP02.DLG,10,1,Slshop02 (10),19979,19988,No
TERL.DLG,10,3,Terl (8); Flam10 (1); Housg4 (1),7459,61172,No
THIEF2.DLG,10,2,Thief2 (6); Dushai (4),21385,21403,No
TRCAR03.DLG,10,1,Trcar03 (10),47021,47030,No
TRCUT07.DLG,10,1,Trcut07 (10),43681,43703,No
TRGRD01.DLG,10,1,Trgrd01 (10),42765,42789,No
TRMER01.DLG,10,1,Trmer01 (10),43340,43349,No
TRTAVP01.DLG,10,1,Trtavp01 (10),44381,44390,No
UDCHAL.DLG,10,1,Udchal (10),52691,52783,No
UDIMP.DLG,10,1,Udimp (10),52109,52118,No
URCHIN1.DLG,10,2,Urchin1 (8); Enna (2),14218,14474,No
VVPARIS.DLG,10,1,Vvparis (10),41309,41346,No
WILKID01.DLG,10,1,Wilkid01 (10),29095,29109,No
WILKID02.DLG,10,1,Wilkid02 (10),29110,29119,No
AEMERCH.DLG,9,1,Aemerch (9),42969,42994,No
AJANTD.DLG,9,1,Ajantd (9),3313,3373,No
AMCST03.DLG,9,1,Amcst03 (9),67136,73785,No
AMNIS2.DLG,9,1,Amnis2 (9),3216,8908,No
AOLN.DLG,9,1,Aoln (9),18105,18238,No
ARLED.DLG,9,1,Arled (9),21060,48636,No
ARNMAN01.DLG,9,1,Arnman01 (9),38971,38991,No
ASHEN.DLG,9,1,Ashen (9),18443,18466,No
BARDOL.DLG,9,1,Bardol (9),19486,19495,No
BARL.DLG,9,1,Barl (9),24398,46925,No
BBEGG2.DLG,9,1,Bbegg2 (9),26190,26201,No
BFTOWN1.DLG,9,1,Bftown1 (9),25777,48709,No
BOB.DLG,9,2,Bob (8); Bernard (1),18628,18637,Yes
BOGRE1.DLG,9,1,Bogre1 (9),26215,48739,No
BRAT2.DLG,9,1,Brat2 (9),14246,19630,No
CATTAC.DLG,9,2,Cattac (8); Bjaheir (1),206,8932,No
CIVIL01.DLG,9,1,Civil01 (9),29643,50163,No
CLERK01.DLG,9,1,Clerk01 (9),29666,50179,No
CONNOL.DLG,9,1,Connol (9),19489,19833,No
D1GORI.DLG,9,1,D1Gori (9),66206,66222,No
DANDAL.DLG,9,1,Dandal (9),18660,18673,No
DCLERIC.DLG,9,1,Dcleric (9),22486,22495,No
DIANE.DLG,9,1,Diane (9),30880,31019,No
DPJON02.DLG,9,1,Dpjon02 (9),59621,59629,No
DRELLE2.DLG,9,1,Drelle2 (9),59640,59650,No
DRUFF2.DLG,9,1,Druff2 (9),22314,49234,No
ELEARB07.DLG,9,1,Elearb07 (9),47955,47963,No
ELMINS.DLG,9,2,Elmins (6); Clone1 (3),315,12743,No
FFACTOR1.DLG,9,1,Ffactor1 (9),29899,39749,No
FFACTOR2.DLG,9,1,Ffactor2 (9),29898,37755,No
FFCUST03.DLG,9,1,Ffcust03 (9),25592,48820,No
FFCUST05.DLG,9,1,Ffcust05 (9),25650,48828,No
FFCUST08.DLG,9,1,Ffcust08 (9),25681,48839,No
FLAM9.DLG,9,3,Flam9 (7); Bedwin (1); Cerndj (1),7526,9340,No
GELLAN.DLG,9,1,Gellan (9),5271,15584,No
GGUARD01.DLG,9,1,Gguard01 (9),30131,50236,No
GNOBLEM2.DLG,9,1,Gnoblem2 (9),30049,50403,No
GUARD3.DLG,9,1,Guard3 (9),16880,16890,No
HAERD25P.DLG,9,1,Haerd25P (9),65273,70958,No
HAIRTO.DLG,9,3,Bjan (6); Edwinw (2); Hairto (1),688,6988,No
IMOEMJ.DLG,9,1,Imoemj (9),37850,37858,No
IRON3.DLG,9,3,Iron3 (7); Edwin (1); Byoshim (1),912,9218,No
IZEFIA.DLG,9,3,Izefia (4); Igolem2 (4); Igolem1 (1),10763,10789,No
KAGAIJ.DLG,9,4,Delon (5); Hendak (2); Cscowl1 (1); Bvalyga (1),16782,20686,No
KAYPAL03.DLG,9,1,Kaypal03 (9),31702,31715,No
KENT.DLG,9,1,Jaertof (9),20529,20540,No
KPFARM01.DLG,9,1,Kpfarm01 (9),40581,40635,No
KROTAN.DLG,9,1,Krotan (9),3303,3311,No
LESTOR.DLG,9,2,Lavok (8); Lestor (1),18718,18730,No
LUSSEL.DLG,9,2,Lussel (8); Bviconi (1),15145,15750,Yes
MERCHG.DLG,9,3,Celogan (7); Merchg (1); Bjan (1),7703,9163,No
MTOB6.DLG,9,3,Anomen (6); Keldor (2); Bedwin (1),8366,9176,No
MTOWN6.DLG,9,1,Mtown6 (9),23676,23684,No
MUGGER1.DLG,9,2,Mugger1 (7); Connol (2),19611,19626,No
MUGGER3.DLG,9,1,Mugger3 (9),19917,19928,No
MULTIG.DLG,9,3,Multig (7); Jaheirap (1); Edwinp (1),27251,103690,No
NARCIL.DLG,9,3,Narcil (6); Edwin (2); Ilyich (1),18354,18388,No
NEIRA.DLG,9,1,Neira (9),17913,17922,No
NOBLEW1.DLG,9,2,Noblew1 (6); Llinde (3),15005,15036,No
OBSHAL03.DLG,9,1,Obshal03 (9),33118,33135,No
OHDBFATH.DLG,9,1,Ohdbfath (9),74751,74779,Yes
OHDHAMMS.DLG,9,1,Ohdhamms (9),75215,100207,No
OHRAKUDA.DLG,9,1,Ohrakuda (9),83029,83039,Yes
OHRDALTN.DLG,9,1,Ohrdaltn (9),81661,81746,Yes
OHRHERET.DLG,9,3,Ohrblynn (7); Ohrheret (1); Ohrdmh1 (1),79495,95154,No
OHRRANHM.DLG,9,3,Ohrblynn (7); Ohrranhm (1); Ohrdmh1 (1),80309,95154,No
PANGWA.DLG,9,5,Kylie1 (3); Pangwa (3); Bjaheir (1); Banomen (1); Bedwin (1),20052,20085,No
POSTUL3.DLG,9,1,Postul3 (9),27648,49990,No
POSTUL4.DLG,9,1,Postul4 (9),27665,49987,No
POSTUL6.DLG,9,1,Postul6 (9),27694,49999,No
PRISS.DLG,9,2,Priss (8); Bounty (1),8722,24986,No
RUMORI.DLG,9,1,Rumori (9),33959,33969,No
SARKIS02.DLG,9,1,Sarkis02 (9),72485,72493,No
SARWAI01.DLG,9,1,Sarwai01 (9),71392,71732,No
SBCUST01.DLG,9,1,Sbcust01 (9),2589,23637,No
SCOTTY.DLG,9,3,Bkeldor (7); Cechalle (1); Bedwin (1),11300,11310,No
SEVDRU01.DLG,9,1,Sevdru01 (9),47485,47503,No
SEWSW.DLG,9,2,Sewsw (8); Rance (1),10509,28030,No
SHTHSTOR.DLG,9,1,Shthstor (9),31967,32044,No
SLAVLEAD.DLG,9,3,Bviconi (6); Keldorn (2); Maria (1),10426,10434,Yes
SLCENT.DLG,9,1,Slcent (9),27121,27132,No
SLUMF1.DLG,9,2,Slumf1 (8); Bfaldo (1),14428,16909,No
SLUMM3.DLG,9,3,Slumm3 (6); Fatmba (2); Sailned (1),13921,19655,No
SPANKY.DLG,9,3,Bkeldor (7); Cechalle (1); Bedwin (1),11300,11310,No
SURGEO.DLG,9,1,Surgeo (9),824,832,No
TANWIZ1.DLG,9,1,Tanwiz1 (9),31282,31299,No
TRCAR01.DLG,9,1,Trcar01 (9),47031,47039,No
TRFTOW01.DLG,9,1,Trftow01 (9),44768,44776,No
TRFTOW03.DLG,9,1,Trftow03 (9),43622,43630,No
TRFTOW04.DLG,9,1,Trftow04 (9),43644,43652,No
TRFTOW05.DLG,9,1,Trftow05 (9),45161,45169,No
TRGYP03.DLG,9,1,Trgyp03 (9),47195,47211,No
TRMTOW02.DLG,9,1,Trmtow02 (9),43593,43601,No
TRMTOW03.DLG,9,1,Trmtow03 (9),43604,43612,No
TRMTOW04.DLG,9,1,Trmtow04 (9),43613,43621,No
TRMTOW05.DLG,9,1,Trmtow05 (9),45176,45184,No
TRSKIN04.DLG,9,1,Trskin04 (9),44522,44766,No
TRTHF03.DLG,9,1,Trthf03 (9),44278,44287,No
UDKUO01.DLG,9,1,Udkuo01 (9),50768,50776,No
URCHIN2.DLG,9,1,Urchin2 (9),14241,14475,No
URCHIN3.DLG,9,1,Urchin3 (9),14239,14476,No
VVSANSUK.DLG,9,1,Vvsansuk (9),41260,41293,No
WCUST01.DLG,9,1,Wcust01 (9),28797,61182,No
WINNKEEP.DLG,9,1,Winnkeep (9),28755,28782,No
AAAAA.DLG,8,1,Aaaaa (8),20105,49961,No
AEWERE1.DLG,8,1,Aewere1 (8),41015,41040,No
AEWERE5.DLG,8,1,Aewere5 (8),41019,41052,No
ALORAP.DLG,8,1,Alorap (8),15421,16629,No
