Speaker,DLGFile,Chapter,Priority,Notes
Escort2,FALDOP.DLG,Unassigned,3,
Escort2,GARRIJ.DLG,Unassigned,3,
Escort2,MONTAJ.DLG,Unassigned,3,
Escort2,THIEFG.DLG,Unassigned,3,
Escort2,TIAXJ.DLG,Unassigned,3,
Escort2,XANJ.DLG,Unassigned,3,
Escort2,XANP.DLG,Unassigned,3,
Escort2,XZARJ.DLG,Unassigned,3,
Escort2,XZARP.DLG,Unassigned,3,
Escort2,YESLIJ.DLG,Unassigned,3,
Escort2,YESLIP.DLG,Unassigned,3,
Escort3,ESCORT3.DLG,Unassigned,3,
Escort3,MONTAJ.DLG,Unassigned,3,
Escort3,TIAXP.DLG,Unassigned,3,
Escort3,XZARJ.DLG,Unassigned,3,
Escort4,ESCORT4.DLG,Unassigned,3,
Euric,EURIC.DLG,Unassigned,3,
Exapp1,EXAPP1.DLG,Unassigned,3,
Exapp1,TELLAN.DLG,Unassigned,3,
Exapp1,XAPPREN1.DLG,Unassigned,3,
Exapp2,EXAPP2.DLG,Unassigned,3,
Exapp2,XAPPREN2.DLG,Unassigned,3,
Excult1,EXCULT1.DLG,Unassigned,3,
Excult1,RIGGILO.DLG,Unassigned,3,
Excult2,EXCULT2.DLG,Unassigned,3,
Excult2,MOORLOCK.DLG,Unassigned,3,
Excult2,RIGGILO.DLG,Unassigned,3,
Faber,FABER.DLG,Unassigned,3,
Faber,KFTOWN01.DLG,Unassigned,3,
Fafight,FAFIGHT.DLG,Unassigned,3,
Fafight,IDJINNI.DLG,Unassigned,3,
Fahrin,FAHRIN.DLG,Unassigned,3,
Fahrin,TRAINER1.DLG,Unassigned,3,
Faizah,FAIZAH.DLG,Unassigned,3,
Faldop,FALDOP.DLG,Unassigned,3,
Faldop,GENIE1.DLG,Unassigned,3,
Faldop,GENIE2.DLG,Unassigned,3,
Faldop,KELDORJ.DLG,Unassigned,3,
Faldop,KGENIE1.DLG,Unassigned,3,
Faldop,KGENIE2.DLG,Unassigned,3,
Famil1,FAMIL1.DLG,Unassigned,3,
Famil125,FAMIL125.DLG,Unassigned,3,
Famil2,FAMIL2.DLG,Unassigned,3,
Famil225,FAMIL225.DLG,Unassigned,3,
Famil3,FAMIL3.DLG,Unassigned,3,
Famil325,FAMIL325.DLG,Unassigned,3,
Farm3,FARM3.DLG,Unassigned,3,
Farm4,FARM4.DLG,Unassigned,3,
Farm5,FARM5.DLG,Unassigned,3,
Farthin,FARTHIN.DLG,Unassigned,3,
Fatesp,FATESP.DLG,Unassigned,3,
Fatman,FATMAN.DLG,Unassigned,3,
Fatman,MERCHANT.DLG,Unassigned,3,
Fatmba,FATMBA.DLG,Unassigned,3,
Fatmba,MTOWN2.DLG,Unassigned,3,
Fatmba,MTOWN4.DLG,Unassigned,3,
Fatmba,SLUMM3.DLG,Unassigned,3,
Fatmba,SLUMM4.DLG,Unassigned,3,
Fatwba,FATWBA.DLG,Unassigned,3,
Fatwba,MTOWN2.DLG,Unassigned,3,
Fcook2,FCOOK2.DLG,Unassigned,3,
Fcook2,IGOLEM1.DLG,Unassigned,3,
Fcook2,JAHEIRA.DLG,Unassigned,3,
Fecook,FECOOK.DLG,Unassigned,3,
Fenten,FENTEN.DLG,Unassigned,3,
Fenten,MINSCJ.DLG,Unassigned,3,
Fenten,MTOWN5.DLG,Unassigned,3,
Fergus,FERGUS.DLG,Unassigned,3,
Fetch,FETCH.DLG,Unassigned,3,
Ffactor1,FFACTOR1.DLG,Unassigned,3,
Ffactor2,FFACTOR2.DLG,Unassigned,3,
Ffactor3,FFACTOR3.DLG,Unassigned,3,
Ffactor3,FFBIFF01.DLG,Unassigned,3,
Ffbart,FFBART.DLG,Unassigned,3,
Ffbiff01,FFBIFF01.DLG,Unassigned,3,
Ffcook,FFCOOK.DLG,Unassigned,3,
Ffcrowd1,FFCROWD1.DLG,Unassigned,3,
Ffcrowd2,FFCROWD2.DLG,Unassigned,3,
Ffcrowd3,FFCROWD3.DLG,Unassigned,3,
Ffcrowd4,FFCROWD4.DLG,Unassigned,3,
Ffcrowd5,FFCROWD5.DLG,Unassigned,3,
Ffcust01,FFCUST01.DLG,Unassigned,3,
Ffcust02,FFCUST02.DLG,Unassigned,3,
Ffcust03,FFCUST03.DLG,Unassigned,3,
Ffcust04,FFCUST04.DLG,Unassigned,3,
Ffcust05,FFCUST05.DLG,Unassigned,3,
Ffcust06,FFCUST06.DLG,Unassigned,3,
Ffcust07,FFCUST07.DLG,Unassigned,3,
Ffcust08,FFCUST08.DLG,Unassigned,3,
Ffcust09,FFCUST09.DLG,Unassigned,3,
Ffrecep,FFRECEP.DLG,Unassigned,3,
Ffsleep,FFSLEEP.DLG,Unassigned,3,
Ffsleep,KELDORJ.DLG,Unassigned,3,
Ffusher1,FFUSHER1.DLG,Unassigned,3,
Ffusher2,FFUSHER2.DLG,Unassigned,3,
Ffwench,FFWENCH.DLG,Unassigned,3,
Finmel01,FINMEL01.DLG,Unassigned,3,
Finsol01,FINSOL01.DLG,Unassigned,3,
Firamb01,FIRAMB01.DLG,Unassigned,3,
Firamb02,FIRAMB02.DLG,Unassigned,3,
Firamb03,FIRAMB03.DLG,Unassigned,3,
Firban02,FIRBAN02.DLG,Unassigned,3,
Firkra01,FIRKRA01.DLG,Unassigned,3,
Firkra02,FIRKRA02.DLG,Unassigned,3,
Firkra03,FIRKRA03.DLG,Unassigned,3,
Firmag01,FIRMAG01.DLG,Unassigned,3,
Firorc01,FIRORC01.DLG,Unassigned,3,
Firorc02,FIRORC02.DLG,Unassigned,3,
Firorc03,FIRORC03.DLG,Unassigned,3,
Firrak01,FIRRAK01.DLG,Unassigned,3,
Firtrl01,FIRTRL01.DLG,Unassigned,3,
Firwlf01,FIRWLF01.DLG,Unassigned,3,
Firwlf02,FIRWLF02.DLG,Unassigned,3,
Flam10,FLAM10.DLG,Unassigned,3,
Flam10,TERL.DLG,Unassigned,3,
Flam11,FLAM11.DLG,Unassigned,3,
Flam4,FLAM4.DLG,Unassigned,3,
Flam5,FLAM5.DLG,Unassigned,3,
Flam5,FTOWN5.DLG,Unassigned,3,
Flam7,FLAM7.DLG,Unassigned,3,
Flam8,FLAM8.DLG,Unassigned,3,
Flam9,FLAM9.DLG,Unassigned,3,
Flambg,FLAMBG.DLG,Unassigned,3,
Flambg,JAHEIRAJ.DLG,Unassigned,3,
Flambg,TERRECE.DLG,Unassigned,3,
Flambrid,FLAMBRID.DLG,Unassigned,3,
Flambrid,JAERTOF.DLG,Unassigned,3,
Flambrid,JAHEIRAJ.DLG,Unassigned,3,
Flamen,FLAMEN.DLG,Unassigned,3,
Flamhusb,FLAMHUSB.DLG,Unassigned,3,
Flamhusb,SHOP01.DLG,Unassigned,3,
Flamhusb,SHOP1.DLG,Unassigned,3,
Flampun,FLAMPUN.DLG,Unassigned,3,
Flampun,HENDAK.DLG,Unassigned,3,
Flamvai,FLAMVAI.DLG,Unassigned,3,
Flyfgt01,FLYFGT01.DLG,Unassigned,3,
Food,FOOD.DLG,Unassigned,3,
Foresh,FORESH.DLG,Unassigned,3,
Foresh,JAREVIA.DLG,Unassigned,3,
Foresh,KELDORJ.DLG,Unassigned,3,
Foresh,VALYGAR.DLG,Unassigned,3,
Forthe,FORTHE.DLG,Unassigned,3,
Forthe,IMOEN10.DLG,Unassigned,3,
Forthe,MUGGER2.DLG,Unassigned,3,
Forthe,MUGGER4.DLG,Unassigned,3,
Forthe,NALIAJ.DLG,Unassigned,3,
Forthe,SALVANAS.DLG,Unassigned,3,
Forthe,SLAMNG01.DLG,Unassigned,3,
Forthe,SLAVER2.DLG,Unassigned,3,
Forthe,SLAVER3.DLG,Unassigned,3,
Forthe,SLSLAVE.DLG,Unassigned,3,
Franco,FRANCO.DLG,Unassigned,3,
Friend,FRIEND.DLG,Unassigned,3,
Friwen,FRIWEN.DLG,Unassigned,3,
Fsdragon,FSDRAGON.DLG,Unassigned,3,
Fsglobe,FSGLOBE.DLG,Unassigned,3,
Fsridd,FSRIDD.DLG,Unassigned,3,
Fsspir2,FSSPIR2.DLG,Unassigned,3,
Fsspir3,FSSPIR3.DLG,Unassigned,3,
Fsspira,FSSPIRA.DLG,Unassigned,3,
Fsspirb,FSSPIRB.DLG,Unassigned,3,
Fsspirc,FSSPIRC.DLG,Unassigned,3,
Ftobe2,FTOBE2.DLG,Unassigned,3,
Ftobe3,FTOBE3.DLG,Unassigned,3,
Ftobe4,FTOBE4.DLG,Unassigned,3,
Ftobe6,FTOBE6.DLG,Unassigned,3,
Ftobe6,KAYL2.DLG,Unassigned,3,
Ftobe7,FTOBE7.DLG,Unassigned,3,
Ftobe7,HPRELATE.DLG,Unassigned,3,
Ftobe7,PRELATE.DLG,Unassigned,3,
Ftobe9,FTOBE9.DLG,Unassigned,3,
Ftowb3,FTOWB3.DLG,Unassigned,3,
Ftowb3,KELDOR.DLG,Unassigned,3,
Ftowb4,FTOWB4.DLG,Unassigned,3,
Ftowba,FTOWBA.DLG,Unassigned,3,
Ftowba,GIRL2.DLG,Unassigned,3,
Ftowba,IDRYAD2.DLG,Unassigned,3,
Ftowba,JAHEIRAP.DLG,Unassigned,3,
Ftowba,KORGANJ.DLG,Unassigned,3,
Ftowba,VALYGAR.DLG,Unassigned,3,
Ftowbas,FTOWBAS.DLG,Unassigned,3,
Ftowbas,KELDORJ.DLG,Unassigned,3,
Ftowbe,FTOWBE.DLG,Unassigned,3,
Ftowbe,GIRL2.DLG,Unassigned,3,
Ftowbe,IDJINNI.DLG,Unassigned,3,
Ftowbe,IDRYAD1.DLG,Unassigned,3,
Ftowbe,JAHEIRAP.DLG,Unassigned,3,
Ftowbe,NALIA.DLG,Unassigned,3,
Ftowbe,SHOP03.DLG,Unassigned,3,
Ftowbe,SHOP06.DLG,Unassigned,3,
Ftowbe,SHOP3.DLG,Unassigned,3,
Ftowbe,SHOP6.DLG,Unassigned,3,
Ftowbe,VALYGAR.DLG,Unassigned,3,
Ftowbez,FTOWBEZ.DLG,Unassigned,3,
Ftowbez,IDRYAD3.DLG,Unassigned,3,
Ftowbez,JAHEIRAJ.DLG,Unassigned,3,
Ftowbez,JAHEIRAP.DLG,Unassigned,3,
Ftowbez,JAREVIA.DLG,Unassigned,3,
Ftowbez,UNUSED.DLG,Unassigned,3,
Ftown1,FTOWN1.DLG,Unassigned,3,
Ftown1,THIEFF.DLG,Unassigned,3,
Ftown2,FTOWN2.DLG,Unassigned,3,
Ftown2,THIEFF.DLG,Unassigned,3,
Ftown3,FTOWN3.DLG,Unassigned,3,
Ftown3,SAILJOS.DLG,Unassigned,3,
Ftown4,FTOWN4.DLG,Unassigned,3,
Ftown5,FTOWN5.DLG,Unassigned,3,
Ftown5,GALLOR.DLG,Unassigned,3,
Ftown5,KIVAN.DLG,Unassigned,3,
Ftown6,FTOWN6.DLG,Unassigned,3,
Ftown6,IRON9.DLG,Unassigned,3,
Ftown7,FTOWN7.DLG,Unassigned,3,
Ftownaz,FTOWNAZ.DLG,Unassigned,3,
Ftownaz,IDRYAD3.DLG,Unassigned,3,
Ftownaz,JAHEIRAJ.DLG,Unassigned,3,
Ftownaz,JAREVIA.DLG,Unassigned,3,
Ftownul,FTOWNUL.DLG,Unassigned,3,
Ftownul,GAAL.DLG,Unassigned,3,
Ftownul,RENAL.DLG,Unassigned,3,
Ftownul,STGUARD1.DLG,Unassigned,3,
Ftownul,STGUARD2.DLG,Unassigned,3,
Ftowwi,FTOWWI.DLG,Unassigned,3,
Ftowwi,RENAL.DLG,Unassigned,3,
Ftowwi,WEREFE.DLG,Unassigned,3,
Fuagnon,FUAGNON.DLG,Unassigned,3,
Fuckyu,FUCKYU.DLG,Unassigned,3,
Fulady,FULADY.DLG,Unassigned,3,
Fuller2,FULLER2.DLG,Unassigned,3,
Fuller2,JAGALVAR.DLG,Unassigned,3,
Fuller2,JAHEIRAJ.DLG,Unassigned,3,
Fuller3,FULLER3.DLG,Unassigned,3,
Fuller3,JAERTOF.DLG,Unassigned,3,
Fulord,FULORD.DLG,Unassigned,3,
Fumin,FUMIN.DLG,Unassigned,3,
Gaal,GAAL.DLG,Unassigned,3,
Gaal,MEMNIS.DLG,Unassigned,3,
Gaal,WOLFW1.DLG,Unassigned,3,
Gaal,WOLFW2.DLG,Unassigned,3,
Gaelan,GAELAN.DLG,Unassigned,3,
Gaelan,GAYLAN.DLG,Unassigned,3,
Gaelan,MENDA2.DLG,Unassigned,3,
Gaelan,MENDA3.DLG,Unassigned,3,
Gaelan2,GAELAN2.DLG,Unassigned,3,
Galile,GALILE.DLG,Unassigned,3,
Galile,MADEEN.DLG,Unassigned,3,
Galile,TOLGER.DLG,Unassigned,3,
Gallor,GALLOR.DLG,Unassigned,3,
Gallor,JAHEIRAJ.DLG,Unassigned,3,
Games,GAMES.DLG,Unassigned,3,
Games2,GAMES2.DLG,Unassigned,3,
Games3,GAMES3.DLG,Unassigned,3,
Games3,MAGE2.DLG,Unassigned,3,
Games3,TOLGER.DLG,Unassigned,3,
Games3,VALYGARP.DLG,Unassigned,3,
Games4,GAMES4.DLG,Unassigned,3,
Games4,MAGE2.DLG,Unassigned,3,
Games4,TOLGER.DLG,Unassigned,3,
Games4,VALYGARP.DLG,Unassigned,3,
Games5,GAMES5.DLG,Unassigned,3,
Games5,IGOLFLE3.DLG,Unassigned,3,
Games5,MAGE2.DLG,Unassigned,3,
Games5,MAGE3.DLG,Unassigned,3,
Games5,TOLGER.DLG,Unassigned,3,
Games5,VALYGARP.DLG,Unassigned,3,
Gamguy,GAMGUY.DLG,Unassigned,3,
Garjum,GARJUM.DLG,Unassigned,3,
Garkid01,GARKID01.DLG,Unassigned,3,
Garkid02,GARKID02.DLG,Unassigned,3,
Garkla,GARKLA.DLG,Unassigned,3,
Garkla,IMOEN10.DLG,Unassigned,3,
Garkla,IMOENP.DLG,Unassigned,3,
Garkla,RIELEV.DLG,Unassigned,3,
Garock,GAROCK.DLG,Unassigned,3,
Garren,GARREN.DLG,Unassigned,3,
Garren,POGHM3.DLG,Unassigned,3,
Garren,POGHM4.DLG,Unassigned,3,
Garren,SAMUEL.DLG,Unassigned,3,
Garren,SHADOW.DLG,Unassigned,3,
Garren,SLAVE2.DLG,Unassigned,3,
Garren,SLAVE3.DLG,Unassigned,3,
Garren,SLAVE4.DLG,Unassigned,3,
Garren,SLAVE5.DLG,Unassigned,3,
Garren,SSUNGU.DLG,Unassigned,3,
Garren,WATCHM.DLG,Unassigned,3,
Garrick,GARRICK.DLG,Unassigned,3,
Garrick,TGARRICK.DLG,Unassigned,3,
Garrip,GARRIP.DLG,Unassigned,3,
Garrip,SHOP01.DLG,Unassigned,3,
Garrip,SHOP1.DLG,Unassigned,3,
Gaxir,GAXIR.DLG,Unassigned,3,
Gaxir,SHOP01.DLG,Unassigned,3,
Gaxir,SHOP1.DLG,Unassigned,3,
Gaylan,GAYLAN.DLG,Unassigned,3,
Gaylan,MENDA2.DLG,Unassigned,3,
Gbegg01,GBEGG01.DLG,Unassigned,3,
Gchild01,GCHILD01.DLG,Unassigned,3,
Gchild02,GCHILD02.DLG,Unassigned,3,
Gellan,GELLAN.DLG,Unassigned,3,
Gellan,SHOP01.DLG,Unassigned,3,
Gellan,SHOP1.DLG,Unassigned,3,
Gemfar01,GEMFAR01.DLG,Unassigned,3,
Gemfar02,GEMFAR02.DLG,Unassigned,3,
Gemjeb01,GEMJEB01.DLG,Unassigned,3,
Genie1,GENIE1.DLG,Unassigned,3,
Genie1,GHELDE.DLG,Unassigned,3,
Genie1,KGENIE1.DLG,Unassigned,3,
Genie1,LACHLU.DLG,Unassigned,3,
Genie1,OLIVIA.DLG,Unassigned,3,
Genie1,SLAVER4.DLG,Unassigned,3,
Genie2,GENIE2.DLG,Unassigned,3,
Genie2,KGENIE2.DLG,Unassigned,3,
Genie2,YESLIP.DLG,Unassigned,3,
Gerald,GERALD.DLG,Unassigned,3,
Gerde,GERDE.DLG,Unassigned,3,
Gereth,GERETH.DLG,Unassigned,3,
Gerhar,GERHAR.DLG,Unassigned,3,
Gerhar,SIL.DLG,Unassigned,3,
Gftown01,GFTOWN01.DLG,Unassigned,3,
Gftown02,GFTOWN02.DLG,Unassigned,3,
Gguard01,GGUARD01.DLG,Unassigned,3,
Ghast3,GHAST3.DLG,Unassigned,3,
Girba3,GIRBA3.DLG,Unassigned,3,
Girl1,GIRL1.DLG,Unassigned,3,
Girl2,GIRL2.DLG,Unassigned,3,
Glad1,GLAD1.DLG,Unassigned,3,
Glad2,GLAD2.DLG,Unassigned,3,
Glad2,SHADOW2.DLG,Unassigned,3,
Glart,GLART.DLG,Unassigned,3,
Glart,IMOENP.DLG,Unassigned,3,
Gmtown01,GMTOWN01.DLG,Unassigned,3,
Gmtown02,GMTOWN02.DLG,Unassigned,3,
Gnarl,GNARL.DLG,Unassigned,3,
Gnoblef1,GNOBLEF1.DLG,Unassigned,3,
Gnoblef2,GNOBLEF2.DLG,Unassigned,3,
Gnoblem1,GNOBLEM1.DLG,Unassigned,3,
Gnoblem2,GNOBLEM2.DLG,Unassigned,3,
Gnoll5,GNOLL5.DLG,Unassigned,3,
Golinv,GOLINV.DLG,Unassigned,3,
Golinv,IDRYAD1.DLG,Unassigned,3,
Golinv,IDRYAD2.DLG,Unassigned,3,
Golinv,IDRYAD3.DLG,Unassigned,3,
Goralt1,GORALT1.DLG,Unassigned,3,
Gorapp1,GORAPP1.DLG,Unassigned,3,
Gorapr,GORAPR.DLG,Unassigned,3,
Gorarc1,GORARC1.DLG,Unassigned,3,
Gorbat1,GORBAT1.DLG,Unassigned,3,
Gorbel,GORBEL.DLG,Unassigned,3,
Gorcamb,GORCAMB.DLG,Unassigned,3,
Gorcamb2,GORCAMB2.DLG,Unassigned,3,
Gorcar,GORCAR.DLG,Unassigned,3,
Gorch,GORCH.DLG,Unassigned,3,
Gorchr,GORCHR.DLG,Unassigned,3,
Gord,GORD.DLG,Unassigned,3,
Gordemo,GORDEMO.DLG,Unassigned,3,
Gorf1,GORF1.DLG,Unassigned,3,
Gorgar1,GORGAR1.DLG,Unassigned,3,
Gorgit,GORGIT.DLG,Unassigned,3,
Gorimp01,GORIMP01.DLG,Unassigned,3,
Gorje,GORJE.DLG,Unassigned,3,
Gorlum,GORLUM.DLG,Unassigned,3,
Gorlum2,GORLUM2.DLG,Unassigned,3,
Gormad1,GORMAD1.DLG,Unassigned,3,
Gorodr1,GORODR1.DLG,Unassigned,3,
Gorpol1,GORPOL1.DLG,Unassigned,3,
Gorpri1,GORPRI1.DLG,Unassigned,3,
Gorsal,GORSAL.DLG,Unassigned,3,
Gorsuc01,GORSUC01.DLG,Unassigned,3,
Gortan1,GORTAN1.DLG,Unassigned,3,
Gortor1,GORTOR1.DLG,Unassigned,3,
Gortor2,GORTOR2.DLG,Unassigned,3,
Gortor3,GORTOR3.DLG,Unassigned,3,
Gortor4,GORTOR4.DLG,Unassigned,3,
Gortor5,GORTOR5.DLG,Unassigned,3,
Gortor6,GORTOR6.DLG,Unassigned,3,
Govwau01,GOVWAU01.DLG,Unassigned,3,
Gphil01,GPHIL01.DLG,Unassigned,3,
Gphil02,GPHIL02.DLG,Unassigned,3,
Gphil03,GPHIL03.DLG,Unassigned,3,
Grae,GRAE.DLG,Unassigned,3,
Grael,GRAEL.DLG,Unassigned,3,
Grael,LUSETTE.DLG,Unassigned,3,
Grael,PACE.DLG,Unassigned,3,
Grael,THESHAL.DLG,Unassigned,3,
Greyhand,GREYHAND.DLG,Unassigned,3,
Gromg01,GROMG01.DLG,Unassigned,3,
Gromg02,GROMG02.DLG,Unassigned,3,
Gromnir,GROMNIR.DLG,Unassigned,3,
Grskel1,GRSKEL1.DLG,Unassigned,3,
Grvlch01,GRVLCH01.DLG,Unassigned,3,
Guarca,GUARCA.DLG,Unassigned,3,
Guard1,GUARD1.DLG,Unassigned,3,
Guard2,GUARD2.DLG,Unassigned,3,
Guard3,GUARD3.DLG,Unassigned,3,
Guard3,WINTHR2.DLG,Unassigned,3,
Gyllia,GYLLIA.DLG,Unassigned,3,
Gyllia,KSLAVE01.DLG,Unassigned,3,
Gyllia,VALYGARX.DLG,Unassigned,3,
Habib,HABIB.DLG,Unassigned,3,
Habrega,HABREGA.DLG,Unassigned,3,
Hack,HACK.DLG,Unassigned,3,
Hack,SPECH1.DLG,Unassigned,3,
Hacton,HACTON.DLG,Unassigned,3,
Hactong,HACTONG.DLG,Unassigned,3,
Haegan,HAEGAN.DLG,Unassigned,3,
Haegan,SHARA1.DLG,Unassigned,3,
HaerDalis,HAERDA.DLG,Unassigned,3,
HaerDalis,TETHTO.DLG,Unassigned,3,
Haerd25A,HAERD25A.DLG,Unassigned,3,
Haerd25J,HAERD25J.DLG,Unassigned,3,
Haerd25J,HAERDAJ.DLG,Unassigned,3,
Haerd25P,HAERD25P.DLG,Unassigned,3,
Haerdaj,HAERDAJ.DLG,Unassigned,3,
Haerdaj,KEEPER.DLG,Unassigned,3,
Haerdaj,KOBOLD.DLG,Unassigned,3,
Haerdaj,MONTAR.DLG,Unassigned,3,
Haerdaj,XZAR.DLG,Unassigned,3,
Haerdap,HAERDA.DLG,Unassigned,3,
Haerdap,HAERDAP.DLG,Unassigned,3,
Haffg2,HAFFG2.DLG,Unassigned,3,
Hafiz,HAFIZ.DLG,Unassigned,3,
Hafiz,TOLGER.DLG,Unassigned,3,
Hairto,HAIRTO.DLG,Unassigned,3,
Hajanos,HAJANOS.DLG,Unassigned,3,
Halfen,HALFEN.DLG,Unassigned,3,
Halffg,HALFFG.DLG,Unassigned,3,
Halfg2,HALFG2.DLG,Unassigned,3,
Halfg3,HALFG3.DLG,Unassigned,3,
Halfg4,HALFG4.DLG,Unassigned,3,
Halfg5,HALFG5.DLG,Unassigned,3,
Halfg6,HALFG6.DLG,Unassigned,3,
Halfg6,JAHEIRAJ.DLG,Unassigned,3,
Halfg6,KELDORJ.DLG,Unassigned,3,
Halftr,HALFTR.DLG,Unassigned,3,
Halftr,KELDORJ.DLG,Unassigned,3,
Hamek,HAMEK.DLG,Unassigned,3,
Hamek,MEKRAT.DLG,Unassigned,3,
Hamek,MEKRATH.DLG,Unassigned,3,
Hapip,HAPIP.DLG,Unassigned,3,
Haquat,HAQUAT.DLG,Unassigned,3,
Haquatg,HAQUATG.DLG,Unassigned,3,
Hawker01,HAWKER01.DLG,Unassigned,3,
Hdragsil,HDRAGSIL.DLG,Unassigned,3,
Head1,HEAD1.DLG,Unassigned,3,
Heartg1,HEARTG1.DLG,Unassigned,3,
Heartg2,HEARTG2.DLG,Unassigned,3,
Heartg3,HEARTG3.DLG,Unassigned,3,
Heartg4,HEARTG4.DLG,Unassigned,3,
Heartg5,HEARTG5.DLG,Unassigned,3,
Hellfear,HELLFEAR.DLG,Unassigned,3,
Hellgen,HELLGEN.DLG,Unassigned,3,
Hellgree,HELLGREE.DLG,Unassigned,3,
Helljon,HELLJON.DLG,Unassigned,3,
Hellprid,HELLPRID.DLG,Unassigned,3,
Hellsare,HELLSARE.DLG,Unassigned,3,
Hellself,HELLSELF.DLG,Unassigned,3,
Hellvict,HELLVICT.DLG,Unassigned,3,
Helmbyr,HELMBYR.DLG,Unassigned,3,
Helmkni1,HELMKNI1.DLG,Unassigned,3,
Helmkni1,OHDHELMK.DLG,Unassigned,3,
Helmpr,HELMPR.DLG,Unassigned,3,
Hendak,HENDAK.DLG,Unassigned,3,
Hendak,IGNATI.DLG,Unassigned,3,
Hendak,KAGAIJ.DLG,Unassigned,3,
Hendak,MONKTU 8.DLG,Unassigned,3,
Hendak,MONKTU1.DLG,Unassigned,3,
Hendak,MONKTU10.DLG,Unassigned,3,
Hendak,MONKTU11.DLG,Unassigned,3,
Hendak,MONKTU12.DLG,Unassigned,3,
Hendak,MONKTU13.DLG,Unassigned,3,
Hendak,MONKTU14.DLG,Unassigned,3,
Hendak,MONKTU2.DLG,Unassigned,3,
Hendak,MONKTU3.DLG,Unassigned,3,
Hendak,MONKTU4.DLG,Unassigned,3,
Hendak,MONKTU5.DLG,Unassigned,3,
Hendak,MONKTU6.DLG,Unassigned,3,
Hendak,MONKTU7.DLG,Unassigned,3,
Hendak,MONKTU8.DLG,Unassigned,3,
Hendak,MONKTU9.DLG,Unassigned,3,
Hendak,MONTAJ.DLG,Unassigned,3,
Hendak,SIRLOT.DLG,Unassigned,3,
Hervo,HERVO.DLG,Unassigned,3,
Hervo,JARDAK.DLG,Unassigned,3,
Hervo,KERRAC.DLG,Unassigned,3,
Hervo,LASKAL.DLG,Unassigned,3,
Hervo,NIKOLA.DLG,Unassigned,3,
Hervo,OCELLI.DLG,Unassigned,3,
Hervo,PHAERS.DLG,Unassigned,3,
Hervo,R179.DLG,Unassigned,3,
Hervo,SHOPNYMP.DLG,Unassigned,3,
Hervo,TICK.DLG,Unassigned,3,
Hervo,TIPIAN.DLG,Unassigned,3,
Hervo,ZORDRAL.DLG,Unassigned,3,
Hexxa25A,HEXXA25A.DLG,Unassigned,3,
Hexxa25A,HEXXA25P.DLG,Unassigned,3,
Hexxa25J,HEXXA25J.DLG,Unassigned,3,
Hexxa25J,OHHKORK.DLG,Unassigned,3,
Hexxa25J,OHHPHREY.DLG,Unassigned,3,
Hexxa25J,OHRTALLU.DLG,Unassigned,3,
Hexxa25P,HEXXA25P.DLG,Unassigned,3,
Hexxa25P,HEXXATP.DLG,Unassigned,3,
Hexxat,HEXXAT.DLG,Unassigned,3,
Hexxat,NEERAJ.DLG,Unassigned,3,
Hexxatj,HEXXAT.DLG,Unassigned,3,
Hexxatj,HEXXATJ.DLG,Unassigned,3,
Hexxatj,OHDYARR.DLG,Unassigned,3,
Hexxatj,OHHRAFFI.DLG,Unassigned,3,
Hexxatj,OHRTRUTH.DLG,Unassigned,3,
Hexxatj,RASAADJ.DLG,Unassigned,3,
Hexxatp,HEXXATP.DLG,Unassigned,3,
Hgflee,HGFLEE.DLG,Unassigned,3,
Hgkar01,HGKAR01.DLG,Unassigned,3,
Hgnya01,HGNYA01.DLG,Unassigned,3,
Hgskl01,HGSKL01.DLG,Unassigned,3,
Hgwra01,HGWRA01.DLG,Unassigned,3,
Hidden,HIDDEN.DLG,Unassigned,3,
Hist1,HIST1.DLG,Unassigned,3,
Hldemi,HLDEMI.DLG,Unassigned,3,
Hlkang,HLKANG.DLG,Unassigned,3,
Hlketta,HLKETTA.DLG,Unassigned,3,
Hllich,HLLICH.DLG,Unassigned,3,
Hlshade,HLSHADE.DLG,Unassigned,3,
Hlshang,HLSHANG.DLG,Unassigned,3,
Hlsion,HLSION.DLG,Unassigned,3,
Hlskull,HLSKULL.DLG,Unassigned,3,
Hmelvin,HMELVIN.DLG,Unassigned,3,
Hobgod,HOBGOD.DLG,Unassigned,3,
Homeless,HOMELESS.DLG,Unassigned,3,
Housen,HOUSEN.DLG,Unassigned,3,
Housg1,HOUSG1.DLG,Unassigned,3,
Housg1,KAYL2.DLG,Unassigned,3,
Housg2,HOUSG2.DLG,Unassigned,3,
Housg2,KAYL2.DLG,Unassigned,3,
Housg2,RAELIS.DLG,Unassigned,3,
Housg3,HOUSG3.DLG,Unassigned,3,
Housg4,HOUSG4.DLG,Unassigned,3,
Housg4,TERL.DLG,Unassigned,3,
Housg5,HOUSG5.DLG,Unassigned,3,
Housg5,MARIA.DLG,Unassigned,3,
Housg6,HOUSG6.DLG,Unassigned,3,
Housg6,KELDOR.DLG,Unassigned,3,
Housg6,KELDORJ.DLG,Unassigned,3,
Hprelate,HPRELATE.DLG,Unassigned,3,
Hprelate,PRELATE.DLG,Unassigned,3,
Hunter,HUNTER.DLG,Unassigned,3,
Hurgisf,HURGISF.DLG,Unassigned,3,
Hurgisr,HURGISR.DLG,Unassigned,3,
Ichary,ICHARY.DLG,Unassigned,3,
